"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009863","GO:0009863","salicylic acid mediated signaling pathway","121/3294","353/20876",5.2411166417465e-18,1.71537380087162e-16,1.23442089325345e-16,"COR15/ABI1/NA/AFP1/AZI1/ADC2/RCA/EARLI1/BBX14/DIR1/AHB1/ASUS1/ACX1/NA/ABF3/ATMAPK3/DALL3/FTM1/ATLFNR2/ATWRKY33/BETA/LBD41/AtPRX71/NA/ANAC019/AtWAK1/AtTCP11/ATPD/ATPGIP2/NA/ATBI-1/ATWRKY40/BLH1/AR781/ACO4/NA/NA/NA/BGLU26/NA/BBX22/NA/ATCPK32/AtBRN1/AtPUB23/ATSYP122/NA/CYP71B15/AtPDC1/ATSUS4/NA/NA/AT-SYR1/RGA/LURP1/NA/NA/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/NA/CYP71A13/SIB1/ARA8/ARCK1/AIF1/NA/ATWRKY53/TGA3/JAZ2/OBP2/AtRLP33/AtRLP19/NA/AtPNC2/GGT1/ATCBL2/RHF1A/ATWRKY54/NA/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/BIK1/ZFP8/ATSZF2/ATERF11/ATGSTF14/ATNPR3/AOC3/ABCG40/ATL2/SARD1/NA/NA/ABA3/DGD2/ALD1/ATERF13/PR-5/NA/NA/CRK36/NA/NA/AtRPK1/ATEDS1/TCP5/AtVPS15/NA/ANK/NA",121
"GO:0071236","GO:0071236","cellular response to antibiotic","123/3294","364/20876",1.00846325541391e-17,3.20294834053747e-16,2.3049124042596e-16,"COR15/ABI1/NA/AFP1/AZI1/ADC2/RCA/AtSWEET15/EARLI1/BBX14/DIR1/AHB1/ASUS1/ACX1/NA/ABF3/ATMAPK3/DALL3/FTM1/ATLFNR2/ATWRKY33/BETA/LBD41/AtPRX71/NA/ANAC019/AtWAK1/AtTCP11/ATPD/ATPGIP2/NA/ATBI-1/ATWRKY40/BLH1/AR781/ACO4/NA/NA/NA/BGLU26/NA/BBX22/NA/ATCPK32/AtBRN1/AtPUB23/UGT74E2/ATSYP122/NA/CYP71B15/AtPDC1/ATSUS4/NA/NA/AT-SYR1/RGA/LURP1/NA/NA/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/NA/CYP71A13/SIB1/ARA8/ARCK1/AIF1/NA/ATWRKY53/TGA3/JAZ2/OBP2/AtRLP33/AtRLP19/NA/AtPNC2/GGT1/ATCBL2/RHF1A/ATWRKY54/NA/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/BIK1/ZFP8/ATSZF2/ATERF11/ATGSTF14/ATNPR3/AOC3/ABCG40/ATL2/SARD1/NA/NA/ABA3/DGD2/ALD1/ATERF13/PR-5/NA/NA/CRK36/NA/NA/AtRPK1/ATEDS1/TCP5/AtVPS15/NA/ANK/NA",123
"GO:0042594","GO:0042594","response to starvation","108/3294","302/20876",1.01939794415578e-17,3.20294834053747e-16,2.3049124042596e-16,"RD2/UBC32/ATACP5/PIP1;4/ASN1/NA/NA/CAT2/NA/ATMGL/NA/DALL3/SUE4/AtPIP2;1/NA/AtGDPD2/AtNPF7.3/NF-YA7/ATCAT3/ATPRP3/NA/PIP2;5/NA/ATRNS1/HIPP22/NA/ATATG8E/NA/CYP76C2/RHS13/NA/MAP18/NF-YA5/NA/ATFLS5/ACO5/NA/CAT1/HRS1/NA/NA/NA/NA/NA/ATPT1/ATPPC3/NA/AGP22/AT4/ATIPS2/ATPHO1/ATSERAT2;1/SEL1/AtPPsPase1/MLP329/AtZIP2/APS3/NA/SIB1/LPR1/ALN/NA/ATWRKY65/ATIRT1/ANAC013/NA/NA/NA/MAN1/ATMYB2/NA/CRK10/ATSBT4.12/ATMSRB3/IAA26/NA/ATSPX4/PIP2;4/PYE/BTS/BCE2/ATIPS1/AtMYB28/ATTIP2;3/ATATG18H/ATWRKY9/ATMYB29/NA/NA/NA/NA/BAT1/ZIP3/TRI/PDLZ2/NA/NA/DGD2/NA/NA/AtNIP5;1/NA/STOP2/WDL3/CRK36/AKT1/CYP705A8/CYP87A2",108
"GO:2000377","GO:2000377","regulation of reactive oxygen species metabolic process","83/3294","205/20876",1.31950290376051e-17,4.0645863957015e-16,2.92496618914095e-16,"COR15/NA/RCA/BBX14/AHB1/ASUS1/NA/ATMAPK3/FTM1/ATLFNR2/ATWRKY33/BETA/LBD41/AtTCP11/ATPD/ATPGIP2/NA/CML24/ATWRKY40/ACO4/NA/BGLU26/BBX22/NA/AtPUB23/ATSYP122/NA/CYP71B15/AtPDC1/ATSUS4/NA/AT-SYR1/RGA/LURP1/NA/ATOST1/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/AIF1/AIRP1/NA/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/NA/LOL1/ATCBL2/RHF1A/ATWRKY54/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/ATNRAMP3/ANAC053/ATGSTF14/ABCG40/ATL2/SARD1/NA/PR-5/NA/ATEDS1/TCP5/NA/ANK/NA",83
"GO:0007623","GO:0007623","circadian rhythm","73/3294","171/20876",3.7744783379814e-17,1.11881235263562e-15,8.05122092351941e-16,"ATGPX6/GWD/ATGRP7/ELF4/ATBT2/NA/PIF5/CIR1/APRR1/NA/DPE2/NA/ATPTPKIS1/A/N-InvC/NA/LNK3/OEP6/AtCCA1/NA/JMJ30/BBX8/AMY3/AtTCP11/ABF1/ADO3/AtRIBA2/NA/BBX7/ELF3/LHY/LUX/ATMPK7/ARR7/BOA/NA/TBL10/NA/APRR3/NA/ATCRY1/NA/Fes1B/LCL5/LCL1/ATCBF3/FB/ARR9/NA/BBX13/AtPIF4/GATA7/ARR4/EPR1/PAP3/APRR5/NA/NA/ABX45/HLH2/BME3/NA/NA/OHP/FHY2/NA/EBF2/GATA21/NA/ATCCR2/NA/RVE1/BBX1/CGA1",73
"GO:0048511","GO:0048511","rhythmic process","73/3294","171/20876",3.7744783379814e-17,1.11881235263562e-15,8.05122092351941e-16,"ATGPX6/GWD/ATGRP7/ELF4/ATBT2/NA/PIF5/CIR1/APRR1/NA/DPE2/NA/ATPTPKIS1/A/N-InvC/NA/LNK3/OEP6/AtCCA1/NA/JMJ30/BBX8/AMY3/AtTCP11/ABF1/ADO3/AtRIBA2/NA/BBX7/ELF3/LHY/LUX/ATMPK7/ARR7/BOA/NA/TBL10/NA/APRR3/NA/ATCRY1/NA/Fes1B/LCL5/LCL1/ATCBF3/FB/ARR9/NA/BBX13/AtPIF4/GATA7/ARR4/EPR1/PAP3/APRR5/NA/NA/ABX45/HLH2/BME3/NA/NA/OHP/FHY2/NA/EBF2/GATA21/NA/ATCCR2/NA/RVE1/BBX1/CGA1",73
"GO:0010310","GO:0010310","regulation of hydrogen peroxide metabolic process","77/3294","186/20876",4.35062098458613e-17,1.26570843829348e-15,9.10831761685283e-16,"COR15/NA/RCA/BBX14/AHB1/ASUS1/NA/ATMAPK3/FTM1/ATLFNR2/ATWRKY33/BETA/LBD41/AtTCP11/ATPD/ATPGIP2/NA/ATWRKY40/ACO4/NA/BGLU26/BBX22/NA/AtPUB23/ATSYP122/NA/CYP71B15/AtPDC1/ATSUS4/NA/AT-SYR1/LURP1/NA/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/AIF1/AIRP1/NA/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/NA/ATCBL2/RHF1A/ATWRKY54/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/ATGSTF14/ABCG40/ATL2/SARD1/NA/PR-5/NA/ATEDS1/TCP5/NA/ANK/NA",77
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","123/3294","374/20876",1.10227633168745e-16,3.14850203105632e-15,2.26573163680826e-15,"COR15/NA/ATPCB/NA/ATNR2/RD21/GAMMA-TIP2/GNR1/NA/AALP/RCA/ATGSR2/LKR/AtFBA1/BBX14/DRT112/AHB1/AOAT1/ASUS1/GOX1/ARATH;BSAS3;1/CAT2/NA/ATMAPK3/ALDH5F1/FTM1/ATLFNR2/ATWRKY33/BETA/LBD41/AtTCP11/NA/BGAL1/ATPD/ATPGIP2/NA/ATMYB75/ATCAT3/CML24/ALDH2B/NA/NA/ATWRKY40/At-NEET/ACO4/NA/BGLU26/ALDH12A1/BBX22/NA/AtPUB23/ATMDAR3/CAT1/ATSYP122/NA/CYP71B15/ATRBOHD/AtPDC1/ATSUS4/NA/AT-SYR1/RGA/LURP1/NA/ATOST1/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/AIF1/CuAO1/AIRP1/NA/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/NA/NA/LOL1/ATCBL2/HAOX1/RHF1A/ATWRKY54/ATGSL03/NA/NA/RLK1/ADL1E/ATXDH1/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/ATNRAMP3/KAK/ANAC053/ATVPS34/ATGSTF14/ATSPL7/LPD1/ABCG40/ATL2/SARD1/NA/PR-5/DUO3/NA/ATEDS1/TCP5/NA/ANK/NA",123
"GO:0080167","GO:0080167","response to karrikin","60/3294","128/20876",1.15413027655887e-16,3.23774761513211e-15,2.32995473124854e-15,"ELIP/CAB4/GASA6/DIN10/DGR2/AtSIP2/ADC2/ELF4/ATFLS1/LKR/A11/KAI2/AtCHIL/LNK4/COR27/BBX24/NA/UGT78D2/NA/ATFD1/NA/NA/NA/NA/ATMYB90/EXL3/AtBGAL10/ATCAD4/NA/AGP26/NA/ATPAL1/ZIFL1/NA/NA/BRT1/ATGPT2/UGT74E2/SDR1/NA/sks17/ATGSTU27/NA/FB/NA/GDC1/HYH/ATMYB94/GLI1/LPR1/ATOPT4/NA/NA/FAD4/CYP81D8/SNRK2-8/RHA2B/AtGRF7/NA/ATMSL9",60
"GO:0009867","GO:0009867","jasmonic acid mediated signaling pathway","101/3294","286/20876",3.09242653014404e-16,8.37621048078671e-15,6.02770615857477e-15,"COR15/ABI1/AFP1/ADC2/RCA/BBX14/JAZ6/ATMAPK3/DALL3/JAZ9/ATLFNR2/ATWRKY33/BETA/NA/ANAC019/AtWAK1/AtMYB74/AtTCP11/ATPD/ATPGIP2/NA/JAZ12/ATBI-1/ATWRKY40/AR781/ACO4/NA/NA/BGLU26/ATERF-2/BBX22/ATCPK32/NA/AtPUB23/ATMDAR3/JAZ7/ATSYP122/CYP71B15/NA/AT-SYR1/RGA/LURP1/NA/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/NA/CYP71A13/ARA8/AIF1/TAT/ATWRKY53/TGA3/JAZ2/OBP2/AtRLP33/AtRLP19/NA/AtPNC2/ATCBL2/JAS1/RHF1A/CYP94C1/ATWRKY54/ATST2A/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/ATERF11/JAZ5/ATNPR3/JAZ8/OCP3/ABCG40/ATL2/SARD1/NA/NA/ABA3/GES/DGD2/ATERF13/PR-5/CRK36/AtRPK1/ATWRKY51/ATEDS1/TCP5/NA/ANK/NA",101
"GO:0071395","GO:0071395","cellular response to jasmonic acid stimulus","101/3294","286/20876",3.09242653014404e-16,8.37621048078671e-15,6.02770615857477e-15,"COR15/ABI1/AFP1/ADC2/RCA/BBX14/JAZ6/ATMAPK3/DALL3/JAZ9/ATLFNR2/ATWRKY33/BETA/NA/ANAC019/AtWAK1/AtMYB74/AtTCP11/ATPD/ATPGIP2/NA/JAZ12/ATBI-1/ATWRKY40/AR781/ACO4/NA/NA/BGLU26/ATERF-2/BBX22/ATCPK32/NA/AtPUB23/ATMDAR3/JAZ7/ATSYP122/CYP71B15/NA/AT-SYR1/RGA/LURP1/NA/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/NA/CYP71A13/ARA8/AIF1/TAT/ATWRKY53/TGA3/JAZ2/OBP2/AtRLP33/AtRLP19/NA/AtPNC2/ATCBL2/JAS1/RHF1A/CYP94C1/ATWRKY54/ATST2A/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/ATERF11/JAZ5/ATNPR3/JAZ8/OCP3/ABCG40/ATL2/SARD1/NA/NA/ABA3/GES/DGD2/ATERF13/PR-5/CRK36/AtRPK1/ATWRKY51/ATEDS1/TCP5/NA/ANK/NA",101
"GO:0051193","GO:0051193","regulation of cofactor metabolic process","81/3294","208/20876",4.76026803193264e-16,1.26752221663834e-14,9.12136996662918e-15,"COR15/ELIP/NA/RCA/BBX14/AHB1/ASUS1/NA/ATMAPK3/FTM1/ATLFNR2/ATGLK2/ATWRKY33/BETA/LBD41/AtTCP11/ATPD/ATPGIP2/NA/ATWRKY40/ACO4/NA/BGLU26/BBX22/NA/AtPUB23/ATSYP122/NA/CYP71B15/AtPDC1/ATSUS4/NA/AT-SYR1/LURP1/NA/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/AIF1/AIRP1/NA/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/NA/ATCBL2/RHF1A/ATWRKY54/GATA21/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/ATGSTF14/ABCG40/ATL2/SARD1/NA/PR-5/NA/CGA1/ATEDS1/TCP5/NA/ANK/NA",81
"GO:0002679","GO:0002679","respiratory burst involved in defense response","57/3294","121/20876",5.03805618923318e-16,1.29750594644022e-14,9.33713951205597e-15,"ATSZF1/ATWRKY33/AtPRX71/ATERF-1/ATERF6/ATWRKY40/NA/NA/ATERF-2/NA/AtWRKY22/AtWRKY15/AtPUB23/JAZ7/NA/NA/ATSYP122/AT-SYR1/NA/ATCMPG1/CAD1/AtIQM1/AtNUDT7/NA/RRTF1/NA/AtPUB22/NodGS/NA/NA/ATMLO12/IOS1/AZF2/NA/NA/NA/ATERF-5/NA/AtBG2/NSL1/BIK1/ATSZF2/NA/AT-HSFB2A/ATL31/ZAT11/ATL2/NA/NA/ATERF#011/AtCAF1b/ATERF13/PR-5/ATEDS1/ATCMPG2/NA/NA",57
"GO:0045730","GO:0045730","respiratory burst","57/3294","121/20876",5.03805618923318e-16,1.29750594644022e-14,9.33713951205597e-15,"ATSZF1/ATWRKY33/AtPRX71/ATERF-1/ATERF6/ATWRKY40/NA/NA/ATERF-2/NA/AtWRKY22/AtWRKY15/AtPUB23/JAZ7/NA/NA/ATSYP122/AT-SYR1/NA/ATCMPG1/CAD1/AtIQM1/AtNUDT7/NA/RRTF1/NA/AtPUB22/NodGS/NA/NA/ATMLO12/IOS1/AZF2/NA/NA/NA/ATERF-5/NA/AtBG2/NSL1/BIK1/ATSZF2/NA/AT-HSFB2A/ATL31/ZAT11/ATL2/NA/NA/ATERF#011/AtCAF1b/ATERF13/PR-5/ATEDS1/ATCMPG2/NA/NA",57
"GO:0034285","GO:0034285","response to disaccharide","81/3294","212/20876",1.71194169388822e-15,4.3378393566103e-14,3.12160505812554e-14,"NA/LHCB2/LHCB4.2/ACP4/ELIP/GWD/GASA6/DIN10/ATSEN1/RCA/ATFLS1/ATOEP16-1/ATGSR2/LKR/DFR/A11/KAI2/DRT112/ASN1/LHCA1/ATGSTF12/ASUS1/NA/ATCHS/CAO/AtCHIL/LHCB5/AtPGR5/AtDRM1/NA/UGT78D2/NA/ATCOL3/NA/CER6/ACR9/AKINBETA1/ATMYB75/ATFD2/CYP75B1/NA/NA/ATRHM1/DJC24/HHP1/BBX25/GLYI4/KAT5/ATTPS9/ATFLS5/ATGPT2/SDR1/UF3GT/JK224/AT5MAT/NA/ATMYB12/4CL3/NA/ATHB13/anac081/ABCI21/OHP/AtTT8/THA1/AtHGO/HHP4/UXS5/NA/BCE2/NA/CYCD3/NA/ABCG35/UGT84A1/NA/NA/ATMSL9/NA/NA/NA",81
"GO:0009627","GO:0009627","systemic acquired resistance","136/3294","446/20876",2.77466702054692e-15,6.91905061790352e-14,4.9791017210817e-14,"COR15/ABI1/ACP4/NA/AZI1/ERD6/RCA/NA/ATCML9/BBX14/DIR1/NA/AHB1/ASUS1/ATSTP1/NA/ATMAPK3/FTM1/ATLFNR2/ATWRKY33/BETA/LBD41/SIB2/NA/NA/AtWAK1/AtTCP11/ATPD/ATPGIP2/NA/ATGRP-3/ATBI-1/ATCAT3/UGT87A2/ATWRKY40/BLH1/ACO4/NA/NA/BGLU26/NA/BBX22/NA/ATCPK32/ATCAD1/NA/AtPUB23/NA/CYP79B3/NA/ATSYP122/NA/CYP71B15/NA/AtPDC1/ATSUS4/NA/NA/NA/AT-SYR1/ABCC4/LURP1/NA/NA/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/NA/CYP71A13/SIB1/ARA8/ARCK1/AIF1/NA/TAT/ATWRKY53/TGA3/CL-1/OBP2/AtRLP33/AtRLP19/NA/NA/GGT1/SCPL51/ATCBL2/JAS1/RHF1A/CRK22/NA/NA/ATWRKY54/NA/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NA/NSL1/DMR6/ZFP8/ATERF11/NA/NA/ATGSTF14/ATNPR3/AtPNP-A/AtHsp70-2/ABCG40/NA/ATL2/SARD1/NA/ABA3/DGD2/ALD1/CRK3/PR-5/NA/NA/CRK36/NA/NA/AtRPK1/ATEDS1/ILL6/TCP5/NA/ANK/NA",136
"GO:0009744","GO:0009744","response to sucrose","80/3294","210/20876",3.097962074621e-15,7.60452878004624e-14,5.4723869541825e-14,"NA/LHCB2/LHCB4.2/ACP4/ELIP/GASA6/DIN10/ATSEN1/RCA/ATFLS1/ATOEP16-1/ATGSR2/LKR/DFR/A11/KAI2/DRT112/ASN1/LHCA1/ATGSTF12/ASUS1/NA/ATCHS/CAO/AtCHIL/LHCB5/AtPGR5/AtDRM1/NA/UGT78D2/NA/ATCOL3/NA/CER6/ACR9/AKINBETA1/ATMYB75/ATFD2/CYP75B1/NA/NA/ATRHM1/DJC24/HHP1/BBX25/GLYI4/KAT5/ATTPS9/ATFLS5/ATGPT2/SDR1/UF3GT/JK224/AT5MAT/NA/ATMYB12/4CL3/NA/ATHB13/anac081/ABCI21/OHP/AtTT8/THA1/AtHGO/HHP4/UXS5/NA/BCE2/NA/CYCD3/NA/ABCG35/UGT84A1/NA/NA/ATMSL9/NA/NA/NA",80
"GO:0009743","GO:0009743","response to carbohydrate","125/3294","401/20876",6.13176538887653e-15,1.48200052706539e-13,1.06648032836492e-13,"NA/LHCB2/NA/ALDH7B4/LHCB4.2/ACP4/ELIP/GWD/GASA6/DIN10/GAMMA-TIP2/ABF2/ATSEN1/AALP/ATGGH2/ATPIP1/RCA/NA/ATFLS1/ATOEP16-1/ATGSR2/ATBT2/LKR/NA/DFR/GBF3/A11/KAI2/DRT112/PIP1;5/AOAT1/NA/UMAMIT5/ASN1/LHCA1/ATGSTF12/ASUS1/NA/ATCHS/ARATH;BSAS3;1/ATSUS3/AB165/CAO/AtCHIL/LHCB5/AtPGR5/AtDRM1/AtPIP2;1/AtbZIP63/NA/UGT78D2/NA/ATCOL3/NA/RPOD1/CER6/ACR9/AKINBETA1/ATMYB75/ATFD2/CYP75B1/NA/NA/ATRHM1/NA/BLH1/DJC24/HHP1/MEE31/BBX25/GLYI4/KAT5/ATTPS9/AtATL15/ATHXK2/ATFLS5/ATGPT2/SDR1/UF3GT/NA/AT3/ABI5/ATCIPK8/ATEM6/JK224/AT5MAT/PUR/NA/ATMYB12/AAP2/4CL3/ABX45/NA/ACT2/ATHB13/anac081/ABCI21/OHP/AtTT8/ANAC092/THA1/AtHGO/HHP4/UXS5/GATA21/NA/BCE2/NA/CYCD3/NA/ABCG35/UGT84A1/NA/ARPN/NA/ABA3/NA/ATMSL9/AGR/NA/NA/AtRPK1/ATDOG1/ABR1/NA",125
"GO:0009718","GO:0009718","anthocyanin-containing compound biosynthetic process","36/3294","60/20876",7.93633414506029e-15,1.88908802149844e-13,1.35942948513473e-13,"ELIP/ATFLS1/AtRbcX1/DFR/ATMYBL2/A11/ATGSTF12/ATCHS/ANS/AtCHIL/UGT78D2/NA/ATMYB75/CYP75B1/CCD4/NA/ATRNS1/KAT5/BBX22/BRT1/ATFLS5/NA/ATPPT2/UF3GT/AT5MAT/NA/4CL3/NA/NA/ABCI21/AtTT8/NA/AtBG2/NF-YA10/PR-5/NA",36
"GO:0042743","GO:0042743","hydrogen peroxide metabolic process","109/3294","334/20876",1.10647968246599e-14,2.59444713605084e-13,1.86702149091668e-13,"COR15/NA/NA/RD21/GAMMA-TIP2/NA/AALP/RCA/ATGSR2/LKR/AtFBA1/BBX14/DRT112/AHB1/AOAT1/ASUS1/GOX1/ARATH;BSAS3;1/CAT2/NA/ATMAPK3/FTM1/ATLFNR2/ATWRKY33/BETA/LBD41/AtTCP11/NA/BGAL1/ATPD/ATPGIP2/NA/ATCAT3/ALDH2B/NA/NA/ATWRKY40/ACO4/NA/BGLU26/BBX22/NA/AtPUB23/ATMDAR3/CAT1/ATSYP122/NA/CYP71B15/ATRBOHD/AtPDC1/ATSUS4/NA/AT-SYR1/RGA/LURP1/NA/ATOST1/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/AIF1/AIRP1/NA/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/NA/ATCBL2/HAOX1/RHF1A/ATWRKY54/ATGSL03/NA/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/KAK/ATVPS34/ATGSTF14/ATSPL7/LPD1/ABCG40/ATL2/SARD1/NA/PR-5/DUO3/NA/ATEDS1/TCP5/NA/ANK/NA",109
"GO:0042742","GO:0042742","defense response to bacterium","123/3294","402/20876",4.56082102168414e-14,1.05368379780379e-12,7.5825414509114e-13,"ATPCB/AT-POX/GAMMA-TIP2/CER1/AZI1/RD19/RCA/NA/ACD1/ATOEP16-1/EARLI1/ATHSPRO2/cICDH/PGDH/GOX1/ATMAPK3/APS1/ATSPDS3/ATPGMP/ATLFNR2/ATWRKY33/BETA/PHS1/AtWAK1/CER6/ATPD/ATGST1/ATFD2/ATCB5-C/ACBP3/ATWRKY40/MIEL1/GAPC-2/ACO4/SAUR14/THI1/BGLU26/ATERF-2/mMDH1/ATGST11/AtPUB23/ATWRKY18/CYP79B3/CYP81F2/ATSYP122/ATHVA22A/CYP71B15/UGT74B1/AT-SYR1/LURP1/ATIPS2/WIN2/ATOST1/ATGER3/CAD1/AtIQM1/AtSOT1/ATPME44/AtMYB51/NIMIN-1/AtNUDT7/GLI1/CYP71A13/SIB1/ATSOT17/ARA8/ARCK1/ATWRKY53/ACA11/TGA3/DELTA-OAT/ATPME3/OBP2/ATR4/AKN2/ACD6/Prx37/NA/ESP/CBP60a/HAOX1/ATWRKY54/AS1/cm-3/RIN4/NA/ADL1E/AtCAF1a/ATLOX1/AtBG2/PME17/AT-RLK3/AtSDR3/FLS2/NSL1/DMR6/ATNRAMP3/AtMYB28/TAR2/ATNPR3/ATMYB29/CRK19/ATL31/ABCG40/CAMTA3/ATL2/CYP71A12/SARD1/NA/AtSRT2/ABA3/ATERF#011/AtCAF1b/ALD1/PR-5/ATWRKY51/ATEDS1/PR-1-LIKE/ATWRKY27/NA/ANK/NA/NOXY2",123
"GO:0031348","GO:0031348","negative regulation of defense response","93/3294","277/20876",1.50981682449833e-13,3.43756845114039e-12,2.4737502204595e-12,"COR15/ABI1/RCA/BBX14/ATMAPK3/DALL3/ATLFNR2/ATWRKY33/BETA/NA/AtWAK1/AtTCP11/ATPD/ATPGIP2/NA/ATBI-1/ATWRKY40/MIEL1/ACO4/NA/NA/NA/BGLU26/NA/BBX22/ATCPK32/AtPUB23/ATSYP122/CYP71B15/NA/NA/AT-SYR1/LURP1/NA/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/NA/CYP71A13/SIB1/ARA8/ARCK1/AIF1/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/NA/GGT1/CBP60a/ATCBL2/RHF1A/NA/ATWRKY54/RIN4/NA/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NA/NSL1/DMR6/ZFP8/ATERF11/ATNPR3/NA/ABCG40/ATL2/SARD1/NA/AtSRT2/NA/ABA3/DGD2/ADS1/PR-5/NA/CRK36/NA/AtRPK1/ATEDS1/TCP5/NA/ANK/NA",93
"GO:0006979","GO:0006979","response to oxidative stress","137/3294","486/20876",1.67279411329182e-12,3.75422793140208e-11,2.70162537996304e-11,"ANN1/ATP5CS/ATVSP2/ALDH7B4/ABI1/DIN10/AT-POX/ACO2/ATSEN1/AtHEMA1/ATDHAR1/AtSIP2/GABA-T/ADC2/ATACP5/ATBT2/ATHSPRO2/BT1/GBF3/ATCHS/RS5/CHL/CAT2/ABF3/AtGolS2/AtOZF1/ATMAPK3/ATBT4/ATFER1/NA/ATHSP70/NA/NA/DREB2/NA/ATGST1/ATCDSP32/ATMYB75/BT5/ATCYS6/AtGolS4/CML24/ATEGY3/ATNAS1/NA/ATERF6/NA/BLH1/CPN10/ATHSP22.0/GAPC-2/NA/ATMPK7/AT103-1A/ATOXS3/NA/NA/NA/ATCRY1/AtPCR2/ATPAL1/NA/UGT74E2/NA/ACO1/NA/CAT1/NA/NA/NA/NA/AT-HSFA7A/FB/ATSDX1/MBS1/NQR/ATIPS2/EDL3/ATMSRB7/ATLACS6/APX1B/ATLOX4/ATBCB/AT-HSP17.6A/AtNUDT7/ACS6/ATSTP4/ADC1/ACT2/HSP18.2/NA/ATIRT1/ATGRXS13/ATWRKY53/AtRLP33/NA/HSA32/NA/NA/ANAC092/GGT1/LOL1/ATMSRB3/ATGSTF11/AtLFG4/ATLACS7/NA/NA/AtHrd1B/ATXDH1/AT-RLK3/NA/HSP21/NA/GATL10/AtHsp70-2/HSP17.6II/NA/NA/AtENODL16/NA/ABCG40/NA/ATWRKY7/ABA3/GES/NA/AtRPK1/ATEDS1/NA/NA/NA/NA/AtVPS15/NA/NA/NA",137
"GO:0046283","GO:0046283","anthocyanin-containing compound metabolic process","41/3294","85/20876",2.37446500954141e-12,5.25392187322471e-11,3.78083828057445e-11,"ELIP/ATFLS1/AtRbcX1/DFR/ATMYBL2/A11/AtBGLU10/ATGSTF12/ATCHS/ANS/AtCHIL/UGT78D2/NA/ATMYB75/CYP75B1/CCD4/NA/ATRNS1/ARR7/KAT5/BBX22/ATCRY1/BRT1/ATFLS5/NA/ATPPT2/UF3GT/AT5MAT/NA/PAP3/4CL3/NA/NA/ABCI21/AtTT8/NA/AtBG2/NF-YA10/UGT76C2/PR-5/NA",41
